PassengerId,Survived_pred,Survived_prob
1065,0,0.3016426082628173
1066,0,0.13459801264679314
1067,1,0.827027027027027
1068,1,0.827027027027027
1069,0,0.16269841269841268
1070,1,0.827027027027027
1071,1,0.827027027027027
1072,0,0.22454510259388308
1073,0,0.4327876984126984
1074,1,0.827027027027027
1075,0,0.2056277056277056
1076,1,0.827027027027027
1077,0,0.22454510259388308
1078,1,0.827027027027027
1079,0,0.16382603585071998
1080,0,0.4196196196196196
1081,0,0.22454510259388308
1082,0,0.22454510259388308
1083,0,0.32539682539682535
1084,0,0.16382603585071998
1085,0,0.14213564213564212
1086,0,0.3319359756097561
1087,0,0.16382603585071998
1088,0,0.4327876984126984
1089,0,0.48087318087318087
1090,0,0.22454510259388308
1091,0,0.48087318087318087
1092,1,0.5175032175032175
1093,0,0.13459801264679314
1094,0,0.32539682539682535
1095,1,0.827027027027027
1096,0,0.22454510259388308
1097,0,0.32539682539682535
1098,1,0.5175032175032175
1099,0,0.22454510259388308
1100,1,0.827027027027027
1101,0,0.16382603585071998
1102,0,0.16382603585071998
1103,0,0.16382603585071998
1104,0,0.22454510259388308
1105,1,0.827027027027027
1106,0,0.4196196196196196
1107,0,0.32539682539682535
1108,1,0.5175032175032175
1109,0,0.2700892857142857
1110,1,0.827027027027027
1111,0,0.16382603585071998
1112,1,0.827027027027027
1113,0,0.16382603585071998
1114,1,0.827027027027027
1115,0,0.16382603585071998
1116,1,0.827027027027027
1117,1,0.5311086596800882
1118,0,0.16382603585071998
1119,1,0.5175032175032175
1120,0,0.16382603585071998
1121,0,0.22454510259388308
1122,0,0.22454510259388308
1123,1,0.827027027027027
1124,0,0.16382603585071998
1125,0,0.2056277056277056
1126,0,0.32539682539682535
1127,0,0.16382603585071998
1128,0,0.16269841269841268
1129,0,0.3016426082628173
1130,1,0.827027027027027
1131,1,0.827027027027027
1132,1,0.827027027027027
1133,1,0.827027027027027
1134,0,0.4327876984126984
1135,0,0.16382603585071998
1136,0,0.13459801264679314
1137,0,0.32539682539682535
1138,1,0.827027027027027
1139,0,0.3319359756097561
1140,1,0.827027027027027
1141,1,0.5311086596800882
1142,1,0.827027027027027
1143,0,0.16382603585071998
1144,0,0.32539682539682535
1145,0,0.16382603585071998
1146,0,0.16382603585071998
1147,0,0.16382603585071998
1148,0,0.2056277056277056
1149,0,0.16382603585071998
1150,1,0.827027027027027
1151,0,0.16382603585071998
1152,0,0.16382603585071998
1153,0,0.16382603585071998
1154,1,0.827027027027027
1155,0,0.48087318087318087
1156,0,0.22454510259388308
1157,0,0.16382603585071998
1158,0,0.32539682539682535
1159,0,0.16382603585071998
1160,0,0.48087318087318087
1161,0,0.16382603585071998
1162,0,0.32539682539682535
1163,0,0.2056277056277056
1164,1,0.827027027027027
1165,1,0.5175032175032175
1166,0,0.3016426082628173
1167,1,0.827027027027027
1168,0,0.22454510259388308
1169,0,0.22454510259388308
1170,0,0.22454510259388308
1171,0,0.22454510259388308
1172,0,0.48087318087318087
1173,0,0.16382603585071998
1174,1,0.5175032175032175
1175,1,0.5311086596800882
1176,0,0.48087318087318087
1177,0,0.16382603585071998
1178,0,0.16382603585071998
1179,0,0.32539682539682535
1180,0,0.3016426082628173
1181,0,0.16382603585071998
1182,0,0.32539682539682535
1183,1,0.5175032175032175
1184,0,0.3016426082628173
1185,0,0.2700892857142857
1186,0,0.16382603585071998
1187,0,0.16382603585071998
1188,1,0.827027027027027
1189,0,0.3016426082628173
1190,0,0.32539682539682535
1191,0,0.16382603585071998
1192,0,0.16382603585071998
1193,0,0.22454510259388308
1194,0,0.3319359756097561
1195,0,0.16382603585071998
1196,1,0.5175032175032175
1197,1,0.827027027027027
1198,0,0.4327876984126984
1199,0,0.16382603585071998
1200,0,0.2700892857142857
1201,0,0.48087318087318087
1202,0,0.16382603585071998
1203,0,0.3016426082628173
1204,0,0.16382603585071998
1205,1,0.5175032175032175
1206,1,0.827027027027027
1207,0,0.46339066339066337
1208,0,0.16269841269841268
1209,0,0.22454510259388308
1210,0,0.16382603585071998
1211,0,0.22454510259388308
1212,0,0.16382603585071998
1213,0,0.3016426082628173
1214,0,0.22454510259388308
1215,0,0.32539682539682535
1216,1,0.827027027027027
1217,0,0.16382603585071998
1218,1,0.827027027027027
1219,0,0.32539682539682535
1220,0,0.22454510259388308
1221,0,0.22454510259388308
1222,1,0.827027027027027
1223,0,0.32539682539682535
1224,0,0.3016426082628173
1225,1,0.5311086596800882
1226,0,0.16382603585071998
1227,0,0.32539682539682535
1228,0,0.22454510259388308
1229,0,0.3016426082628173
1230,0,0.22454510259388308
1231,0,0.3016426082628173
1232,0,0.22454510259388308
1233,0,0.16382603585071998
1234,0,0.13459801264679314
1235,1,0.827027027027027
1236,0,0.16382603585071998
1237,0,0.48087318087318087
1238,0,0.22454510259388308
1239,1,0.5311086596800882
1240,0,0.22454510259388308
1241,1,0.827027027027027
1242,1,0.827027027027027
1243,0,0.22454510259388308
1244,0,0.22454510259388308
1245,0,0.3319359756097561
1246,0,0.4196196196196196
1247,0,0.32539682539682535
1248,1,0.827027027027027
1249,0,0.16382603585071998
1250,0,0.2056277056277056
1251,0,0.48087318087318087
1252,0,0.13459801264679314
1253,1,0.827027027027027
1254,1,0.827027027027027
1255,0,0.16382603585071998
1256,1,0.827027027027027
1257,0,0.4196196196196196
1258,0,0.3016426082628173
1259,0,0.48087318087318087
1260,1,0.827027027027027
1261,0,0.22454510259388308
1262,0,0.22454510259388308
1263,1,0.827027027027027
1264,0,0.32539682539682535
1265,0,0.22454510259388308
1266,1,0.827027027027027
1267,1,0.827027027027027
1268,0,0.48087318087318087
1269,0,0.22454510259388308
1270,0,0.16269841269841268
1271,0,0.13459801264679314
1272,0,0.2056277056277056
1273,0,0.1515151515151515
1274,0,0.48087318087318087
1275,0,0.48087318087318087
1276,0,0.22454510259388308
1277,1,0.827027027027027
1278,0,0.16382603585071998
1279,0,0.22454510259388308
1280,0,0.1515151515151515
1281,0,0.16382603585071998
1282,0,0.32539682539682535
1283,1,0.827027027027027
1284,0,0.13459801264679314
1285,0,0.22454510259388308
1286,0,0.16382603585071998
1287,1,0.827027027027027
1288,0,0.1515151515151515
1289,1,0.827027027027027
1290,0,0.16382603585071998
1291,0,0.2056277056277056
1292,1,0.827027027027027
1293,0,0.22454510259388308
1294,1,0.827027027027027
1295,0,0.32539682539682535
1296,0,0.32539682539682535
1297,0,0.22454510259388308
1298,0,0.22454510259388308
1299,0,0.4327876984126984
1300,1,0.5175032175032175
1301,0,0.48087318087318087
1302,1,0.5175032175032175
1303,1,0.827027027027027
1304,0,0.48087318087318087
1305,0,0.16382603585071998
1306,1,0.827027027027027
1307,0,0.16382603585071998
1308,0,0.16382603585071998
1309,0,0.3016426082628173
